"",Oman,21.512583,55.92325500000001,Eastern Mediterranean
"",Pakistan,30.3753,69.3451,Eastern Mediterranean
"",Panama,8.538,-80.7821,Americas
"",Papua New Guinea,-6.314993,143.95555,Western Pacific
"",Paraguay,-23.4425,-58.4438,Americas
"",Peru,-9.19,-75.0152,Americas
"",Philippines,12.879721,121.77401699999999,Western Pacific
"",Poland,51.9194,19.1451,Europe
"",Portugal,39.3999,-8.2245,Europe
"",Qatar,25.3548,51.1839,Eastern Mediterranean
"",Romania,45.9432,24.9668,Europe
"",Russia,61.52401,105.31875600000001,Europe
"",Rwanda,-1.9403,29.8739,Africa
"",Saint Lucia,13.9094,-60.9789,Americas
"",Saint Vincent and the Grenadines,12.9843,-61.2872,Americas
"",San Marino,43.9424,12.4578,Europe
"",Saudi Arabia,23.885942,45.079162,Eastern Mediterranean
"",Senegal,14.4974,-14.4524,Africa
"",Serbia,44.0165,21.0059,Europe
"",Seychelles,-4.6796,55.492,Africa
"",Singapore,1.2833,103.8333,Western Pacific
"",Slovakia,48.669,19.699,Europe
"",Slovenia,46.1512,14.9955,Europe
"",Somalia,5.152149,46.199616,Eastern Mediterranean
"",South Africa,-30.5595,22.9375,Africa
"",Spain,40.463667,-3.7492199999999998,Europe
"",Sri Lanka,7.873054,80.77179699999998,South-East Asia
"",Sudan,12.8628,30.2176,Eastern Mediterranean
"",Suriname,3.9193,-56.0278,Americas
"",Sweden,60.128161,18.643501,Europe
"",Switzerland,46.8182,8.2275,Europe
"",Taiwan*,23.7,121.0,Western Pacific
"",Tanzania,-6.369028,34.888822,Africa
"",Thailand,15.870032,100.992541,South-East Asia
"",Togo,8.6195,0.8248,Africa
"",Trinidad and Tobago,10.6918,-61.2225,Americas
"",Tunisia,33.886917,9.537499,Eastern Mediterranean
"",Turkey,38.9637,35.2433,Europe
"",Uganda,1.373333,32.290275,Africa
"",Ukraine,48.3794,31.1656,Europe
"",United Arab Emirates,23.424076,53.847818000000004,Eastern Mediterranean
Bermuda,United Kingdom,32.3078,-64.7505,Europe
Cayman Islands,United Kingdom,19.3133,-81.2546,Europe
Channel Islands,United Kingdom,49.3723,-2.3644,Europe
Gibraltar,United Kingdom,36.1408,-5.3536,Europe
Isle of Man,United Kingdom,54.2361,-4.5481,Europe
Montserrat,United Kingdom,16.742498,-62.187366000000004,Europe
"",United Kingdom,55.3781,-3.4360000000000004,Europe
"",Uruguay,-32.5228,-55.7658,Americas
"",US,40.0,-100.0,Americas
"",Uzbekistan,41.377491,64.585262,Europe
"",Venezuela,6.4238,-66.5897,Americas
"",Vietnam,14.058323999999999,108.277199,Western Pacific
"",Zambia,-13.133897,27.849332,Africa
"",Zimbabwe,-19.015438,29.154857,Africa
"",Dominica,15.415,-61.371,Americas
"",Grenada,12.1165,-61.678999999999995,Americas
"",Mozambique,-18.665695,35.529562,Africa
"",Syria,34.802075,38.99681500000001,Eastern Mediterranean
"",Timor-Leste,-8.874217,125.727539,South-East Asia
"",Belize,17.1899,-88.4976,Americas
"",Laos,19.856270000000002,102.495496,Western Pacific
"",Libya,26.3351,17.228331,Eastern Mediterranean
"",West Bank and Gaza,31.9522,35.2332,Eastern Mediterranean
"",Guinea-Bissau,11.8037,-15.1804,Africa
"",Mali,17.570692,-3.996166000000001,Africa
"",Saint Kitts and Nevis,17.357822,-62.782998,Americas
Northwest Territories,Canada,64.8255,-124.8457,Americas
Yukon,Canada,64.2823,-135.0,Americas
"",Kosovo,42.602636,20.902977,Europe
"",Burma,21.9162,95.956,South-East Asia
Anguilla,United Kingdom,18.2206,-63.0686,Europe
British Virgin Islands,United Kingdom,18.4207,-64.64,Europe
Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,Europe
"",Botswana,-22.3285,24.6849,Africa
"",Burundi,-3.3731,29.9189,Africa
"",Sierra Leone,8.460555000000001,-11.779889,Africa
"",Malawi,-13.2543,34.3015,Africa
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,Europe
Saint Pierre and Miquelon,France,46.8852,-56.3159,Europe
"",South Sudan,6.8770000000000024,31.307,Africa
"",Western Sahara,24.2155,-12.8858,Africa
"",Sao Tome and Principe,0.1864,6.6131,Africa
"",Yemen,15.552726999999999,48.516388,Eastern Mediterranean
"",Comoros,-11.6455,43.3333,Africa
"",Tajikistan,38.861,71.2761,Europe
"",Lesotho,-29.61,28.2336,Africa
